source,title,link,published,relevant,reason,summary
TechCrunch AI,Waabi raises $1B and expands into robotaxis with Uber,https://techcrunch.com/2026/01/28/waabi-raises-1b-and-expands-into-robotaxis-with-uber/,"Wed, 28 Jan 2026 11:00:00 +0000",False,No relevant keywords,"Waabi has secured a $750 million Series C round to accelerate autonomous trucking, and another roughly $250 million commitment from Uber to deploy 25,000 robotaxis exclusively on its platform."
TechCrunch AI,Google pitches Gemini to students studying for India’s most competitive college entrance exam,https://techcrunch.com/2026/01/28/google-turns-gemini-toward-indias-most-competitive-entrance-exam/,"Wed, 28 Jan 2026 10:00:00 +0000",False,No relevant keywords,Google's launch of practice tests for JEE follows its recent move to offer full-length SAT practice tests in Gemini.
TechCrunch AI,Everything you need to know about viral personal AI assistant Clawdbot (now Moltbot),https://techcrunch.com/2026/01/27/everything-you-need-to-know-about-viral-personal-ai-assistant-clawdbot-now-moltbot/,"Wed, 28 Jan 2026 00:12:43 +0000",False,No relevant keywords,Personal AI assistant Moltbot —formerly Clawdbot — has gone viral in a matter of weeks. But there’s more you should know before jumping on the bandwagon.
TechCrunch AI,Anduril has invented a wild new drone-flying contest where jobs are the prize,https://techcrunch.com/2026/01/27/anduril-has-invented-a-wild-new-drone-flying-contest-where-jobs-are-the-prize/,"Tue, 27 Jan 2026 21:54:38 +0000",False,No relevant keywords,"This is a race series for software programmers and the brainchild of founder Palmer Luckey, he tells TechCrunch."
TechCrunch AI,Anthropic reportedly upped its latest raise to $20B,https://techcrunch.com/2026/01/27/anthropic-reportedly-upped-its-latest-raise-to-20b/,"Tue, 27 Jan 2026 21:16:10 +0000",False,No relevant keywords,"Anthropic looks to raise $20 billion at more than $300 billion valuation, according to reports."
TechCrunch AI,"Anthropic and OpenAI CEOs condemn ICE violence, praise Trump",https://techcrunch.com/2026/01/27/anthropic-and-openai-ceos-condemn-ice-violence-praise-trump/,"Tue, 27 Jan 2026 18:19:19 +0000",False,No relevant keywords,"Anthropic's Dario Amodei and OpenAI's Sam Altman spoke out against ICE enforcement tactics following Minneapolis violence, with one addressing concerns publicly and the other in an internal message."
TechCrunch AI,"Google’s more affordable AI Plus plan rolls out to all markets, including the US",https://techcrunch.com/2026/01/27/googles-ai-plus-plan-rolls-out-to-all-markets-including-the-u-s/,"Tue, 27 Jan 2026 18:00:39 +0000",False,No relevant keywords,"Gemini 3 Pro and other AI tools are now available globally through the Google AI Plus plan, which is $7.99 per month in the United States."
TechCrunch AI,"OpenAI launches Prism, a new AI workspace for scientists",https://techcrunch.com/2026/01/27/openai-launches-prism-a-new-ai-workspace-for-scientists/,"Tue, 27 Jan 2026 18:00:00 +0000",False,No relevant keywords,"OpenAI has launched a new scientific workspace program called Prism, which integrates AI into existing standards for composing research papers."
TechCrunch AI,Google now lets users jump from AI Overviews into AI Mode conversations,https://techcrunch.com/2026/01/27/google-now-lets-users-jump-from-ai-overviews-into-ai-mode-conversations/,"Tue, 27 Jan 2026 17:00:00 +0000",False,No relevant keywords,The tech giant also announced that it's making Gemini 3 the new default model for AI Overviews globally.
TechCrunch AI,Risotto raises $10M seed to use AI to make ticketing systems easier to use,https://techcrunch.com/2026/01/27/risotto-raises-10m-seed-to-use-ai-to-make-ticketing-systems-easier-to-use/,"Tue, 27 Jan 2026 15:25:22 +0000",False,No relevant keywords,"""Our special sauce is the prompt libraries, the eval suites, and the thousands and thousands of real-world examples that the AI gets trained on to ensure it actually does what it's expected to do,” CEO Aron Solberg told TechCrunch."
TechCrunch AI,Phoebe Gates and Sophia Kianni’s Phia raises $35M to ‘make shopping fun again’,https://techcrunch.com/2026/01/27/phoebe-gates-and-sophia-kiannis-phia-raises-35m-to-make-shopping-fun-again/,"Tue, 27 Jan 2026 15:00:00 +0000",False,No relevant keywords,"“We are just at such a prime time of opportunity,” Gates said to explain the new fundraise. “Commerce itself for the consumer hasn’t really been adapted in the last 30 years, and the opportunity to make a truly personalized, end-to-end shopping experience is today.”"
TechCrunch AI,Airtable jumps into the AI agent game with Superagent,https://techcrunch.com/2026/01/27/airtables-valuation-fell-by-7-million-its-founder-thinks-that-was-just-the-warm-up/,"Tue, 27 Jan 2026 15:00:00 +0000",False,No relevant keywords,"SuperAgent is Airtable's first stand-alone product in its 13-year history, and signals both the company's ambitions and the reality of the current AI moment: Every serious software player is racing to prove they can deliver on agents."
TechCrunch AI,China’s Moonshot releases a new open source model Kimi K2.5 and a coding agent,https://techcrunch.com/2026/01/27/chinas-moonshot-releases-a-new-open-source-model-kimi-k2-5-and-a-coding-agent/,"Tue, 27 Jan 2026 14:11:10 +0000",False,Filtered: token,The company said that the model was trained on 15 trillion mixed visual and text tokens.
