source,title,link,published,relevant,reason,summary
TechCrunch AI,"Trump Admin releases Anthropic  Mythos to be used by more than 100 US companies, agencies",https://techcrunch.com/2026/06/26/trump-admin-releases-anthropic-mythos-to-be-used-by-more-than-100-us-companies-agencies/,"Sat, 27 Jun 2026 01:01:37 +0000",False,No relevant keywords,"Over 100 companies and government agencies are reportedly authorized to use Mythos 5, including their non-American employees."
TechCrunch AI,"OpenAI limits GPT-5.6 rollout after government request, says restrictions shouldn’t be the norm",https://techcrunch.com/2026/06/26/openai-limits-gpt-5-6-rollout-after-government-request-says-restrictions-shouldnt-be-the-norm/,"Fri, 26 Jun 2026 18:32:14 +0000",False,No relevant keywords,"“We don’t believe this kind of government access process should become the long-term default,” says OpenAI. “It keeps the best tools from users, developers, enterprises, cyber defenders, and global partners who need them.”"
TechCrunch AI,OpenAI poaches Uber India chief to lead its biggest market outside the US,https://techcrunch.com/2026/06/26/openai-poaches-uber-india-chief-to-lead-its-biggest-market-outside-the-u-s/,"Fri, 26 Jun 2026 18:19:36 +0000",False,No relevant keywords,"The hire marks OpenAI's latest push into India, expanding offices, partnerships and hiring."
TechCrunch AI,Why everyone from OpenAI to SpaceX is building their own chips (and turning up the heat on Nvidia),https://techcrunch.com/video/why-everyone-from-openai-to-spacex-is-building-their-own-chips-and-turning-up-the-heat-on-nvidia/,"Fri, 26 Jun 2026 17:43:22 +0000",False,No relevant keywords,"Nvidia has dominated the AI chip market for years, but the era of total dependence might be ending.&#160;&#160; OpenAI just shared its plans to spice things up with&#160;Jalapeño, its custom inference chip built with Broadcom, joining Google, Apple, and SpaceX in a growing list of companies building their way out of single-supplier risk. The goal&#"
TechCrunch AI,It’s not about Anthropic vs. OpenAI anymore,https://techcrunch.com/2026/06/26/its-not-about-anthropic-vs-openai-anymore/,"Fri, 26 Jun 2026 16:24:47 +0000",False,No relevant keywords,AI models have progressed to the point where their capabilities have real political consequences. Dealing with those consequences will require collective action.
TechCrunch AI,OpenAI’s Jalapeño chip is Big Tech’s spiciest move away from Nvidia,https://techcrunch.com/podcast/openais-jalapeno-chip-is-big-techs-spiciest-move-away-from-nvidia/,"Fri, 26 Jun 2026 14:00:00 +0000",False,No relevant keywords,"Nvidia has dominated the AI chip market for years, but the era of total dependence might be ending.&#160;&#160; OpenAI just shared its plans to spice things up with&#160;Jalapeño, its custom inference chip built with Broadcom, joining Google, Apple, and SpaceX in a growing list of companies building their way out of single-supplier risk. The goal&#"
TechCrunch AI,Early Bird pricing ends tonight for TechCrunch Founder Summit,https://techcrunch.com/2026/06/26/early-bird-pricing-ends-tonight-for-techcrunch-founder-summit/,"Fri, 26 Jun 2026 13:00:00 +0000",False,No relevant keywords,"Save up to $190 on your pass to TechCrunch Founder Summit 2026. Early Bird pricing ends today, at 11:59 p.m. PT, after which rates increase. Register now."
TechCrunch AI,The White House is asking OpenAI to slow roll the release of its new model over safety concerns,https://techcrunch.com/2026/06/25/the-white-house-is-asking-openai-to-slow-roll-the-release-of-its-new-model-over-safety-concerns/,"Thu, 25 Jun 2026 23:34:39 +0000",False,No relevant keywords,"OpenAI reportedly plans to share its newest model, GPT 5.6, with a select group of partners instead of with the broader public. The reason: the Trump administration told it to."
TechCrunch AI,Patronus AI lands $50M to build ‘digital worlds’ that stress-test AI agents,https://techcrunch.com/2026/06/25/patronus-ai-lands-50m-to-build-digital-worlds-that-stress-test-ai-agents/,"Thu, 25 Jun 2026 20:19:25 +0000",False,No relevant keywords,"Agent-testing startup Patronus AI, founded by former Meta AI researchers, is experiencing nearly insatiable demand, its investor says."
TechCrunch AI,"Anthropic’s Claude is winning over paid consumers, a market owned by ChatGPT",https://techcrunch.com/2026/06/25/anthropics-claude-is-winning-over-paid-consumers-a-market-owned-by-chatgpt/,"Thu, 25 Jun 2026 17:38:27 +0000",False,No relevant keywords,"Despite ChatGPT's commanding market lead, consumers who pay for AI have been increasingly choosing Anthropic's Claude, data shows."
TechCrunch AI,General Intuition’s $2.3B bet that video games can train AI agents for the real world,https://techcrunch.com/2026/06/25/general-intuitions-2-3b-bet-that-video-games-can-train-ai-agents-for-the-real-world/,"Thu, 25 Jun 2026 16:55:00 +0000",False,No relevant keywords,"General Intuition has raised $320 million to scale AI trained on millions of hours of gameplay, betting action data can help AI develop something closer to human intuition."
TechCrunch AI,"Databricks’ former AI chief thinks he can cut AI’s power bill by 1,000x",https://techcrunch.com/2026/06/25/databricks-former-ai-chief-thinks-he-can-cut-ais-power-bill-by-1000x/,"Thu, 25 Jun 2026 16:48:11 +0000",False,No relevant keywords,Un-0 is an image-generation system tool that shows for the first time how the company's technology can replicate conventional AI systems.
TechCrunch AI,Netris raises $15M Series A from a16z to help AI neoclouds go live faster,https://techcrunch.com/2026/06/25/netris-raises-15m-series-a-from-a16z-to-help-ai-neoclouds-go-live-faster/,"Thu, 25 Jun 2026 14:55:38 +0000",False,No relevant keywords,"Netris provides software that runs on network switches, and offers a platform that helps neocloud operators reduce the time it takes to go live."
TechCrunch AI,"2 days left to save up to $190: Join 1,000+ founders and investors at TechCrunch Founder Summit",https://techcrunch.com/2026/06/25/2-days-left-to-save-up-to-190-join-1000-founders-and-investors-at-techcrunch-founder-summit/,"Thu, 25 Jun 2026 14:00:00 +0000",False,No relevant keywords,Two days left to lock in your spot at TechCrunch Founder Summit 2026 and save up to $190 before Early Bird rates expire on June 26 at 11:59 p.m. PT. Register today.
TechCrunch AI,Adobe acquires image and video enhancement tool maker Topaz Labs,https://techcrunch.com/2026/06/25/adobe-acquires-image-and-video-enhancement-tool-maker-topaz-labs/,"Thu, 25 Jun 2026 13:30:00 +0000",False,No relevant keywords,Adobe said that it will integrate Topaz Labs' tools across its apps.
TechCrunch AI,Amazon ups India bet with fresh $13B AI infrastructure investment,https://techcrunch.com/2026/06/25/amazon-ups-india-bet-with-fresh-13b-ai-infrastructure-investment/,"Thu, 25 Jun 2026 12:00:38 +0000",False,No relevant keywords,Amazon’s latest India investment comes as global tech companies race to expand AI infrastructure in the country.
TechCrunch AI,Europe is pushing back on Washington’s chip war,https://techcrunch.com/2026/06/24/europe-is-pushing-back-on-washingtons-chip-war/,"Thu, 25 Jun 2026 00:08:36 +0000",False,No relevant keywords,"As ASML CEO Christophe Fouquet told TechCrunch in May, what China can currently buy are older-generation deep ultraviolet tools — gear first shipped about a decade ago — the same machines the MATCH Act would now put off-limits."
TechCrunch AI,Former Infosys chief has a new startup that wants to challenge the IT services world,https://techcrunch.com/2026/06/24/former-infosys-chief-has-a-new-startup-that-wants-to-challenge-the-it-services-world/,"Wed, 24 Jun 2026 23:26:52 +0000",False,No relevant keywords,"Backed by Mayfield and Aramco Ventures, Vishal Sikka’s new venture brings together veterans from SAP, Infosys, and VianAI."
TechCrunch AI,Cerebras stock plunges after earnings as CEO says margin outlook was misunderstood,https://techcrunch.com/2026/06/24/cerebras-stock-plunges-after-earnings-as-ceo-says-margin-outlook-was-misunderstood/,"Wed, 24 Jun 2026 22:41:41 +0000",False,No relevant keywords,"In its first earnings report since going public, the AI chipmaker forecast a narrower gross margin in its core business, scaring investors."
