source,title,link,published,relevant,reason,summary
TechCrunch AI,OpenAI bets on families as ChatGPT goes deeper into households,https://techcrunch.com/2026/07/11/openai-bets-on-families-as-chatgpt-goes-deeper-into-households/,"Sat, 11 Jul 2026 14:13:00 +0000",False,No relevant keywords,"ChatGPT is hiring a dedicated product manager to build experiences for families, caregivers, and older adults, according to a job posting."
TechCrunch AI,Meta removes controversial AI feature on Instagram after backlash,https://techcrunch.com/2026/07/10/meta-removes-controversial-ai-feature-on-instagram-after-backlash/,"Fri, 10 Jul 2026 23:55:07 +0000",False,No relevant keywords,"""Our intent was to provide a useful creative tool and to give people control over whether their public content could be referenced in this way,"" the company said in a blog post. ""We've heard the feedback that this feature missed the mark, so it's no longer available."""
TechCrunch AI,Apple sues OpenAI over alleged trade secret theft,https://techcrunch.com/2026/07/10/apple-sues-openai-over-alleged-trade-secret-theft/,"Fri, 10 Jul 2026 21:00:29 +0000",False,No relevant keywords,"Apple alleges the misconduct was directed by OpenAI's senior leadership, including a longtime former employee."
TechCrunch AI,"Open source AI matters more than ever, according to Hugging Face’s Clem Delangue",https://techcrunch.com/podcast/open-source-ai-matters-more-than-ever-according-to-hugging-faces-clem-delangue/,"Fri, 10 Jul 2026 19:00:00 +0000",False,No relevant keywords,"Open source AI is booming, according to&#160;Hugging Face&#160;CEO&#160;Clem Delangue. The company has grown into something like a GitHub for AI in recent years, where AI builders can share and download open models and datasets, now used by roughly half the Fortune 500. Delangue has seen the same story play out again and again: companies start [&#8"
TechCrunch AI,"SK Hynix raises $26.5B in the biggest foreign IPO in US history, is urged to build new US fabs",https://techcrunch.com/2026/07/10/sk-hynix-raises-26-5b-in-the-biggest-foreign-ipo-in-us-history-is-urged-to-build-new-us-fabs/,"Fri, 10 Jul 2026 17:17:12 +0000",False,No relevant keywords,The AI chip boom just produced its biggest Wall Street moment yet. Now SK Hynix and Samsung are being asked to build U.S. factories.
TechCrunch AI,Hugging Face’s CEO on why companies are done renting their AI,https://techcrunch.com/2026/07/10/hugging-faces-ceo-on-why-companies-are-done-renting-their-ai/,"Fri, 10 Jul 2026 14:00:00 +0000",False,No relevant keywords,"Open source AI is booming, according to&#160;Hugging Face&#160;CEO&#160;Clem Delangue. The company has grown into something like a GitHub for AI in recent years, where AI builders can share and download open models and datasets, now used by roughly half the Fortune 500. Delangue has seen the same story play out again and again: companies start [&#8"
TechCrunch AI,OpenAI says GPT 5.6 is the ‘preferred model’ for Microsoft Copilot 365 amid breakup chatter,https://techcrunch.com/2026/07/09/openai-says-gpt-5-6-is-the-preferred-model-for-microsoft-copilot-amid-breakup-chatter/,"Fri, 10 Jul 2026 00:16:54 +0000",False,No relevant keywords,OpenAI's new family of models will continue to power Microsoft's suite of workplace and productivity apps.
TechCrunch AI,Fidji Simo steps down from OpenAI’s No. 2 role,https://techcrunch.com/2026/07/09/fidji-simo-steps-down-from-openais-no-2-role/,"Thu, 09 Jul 2026 23:38:00 +0000",False,No relevant keywords,"OpenAI's No. 2 executive, Fidji Simo, is stepping down from her full-time role after her medical leave proved longer than expected — a leadership vacuum that comes at a tricky time as the company eyes a possible IPO and races to catch Anthropic in the enterprise market."
TechCrunch AI,OpenAI launches its new family of models with GPT-5.6,https://techcrunch.com/2026/07/09/openai-launches-its-new-family-of-models-with-gpt-5-6/,"Thu, 09 Jul 2026 22:24:24 +0000",False,No relevant keywords,"OpenAI's latest family of models promises improvements across a range of areas, including cybersecurity."
TechCrunch AI,An AI agent startup just let its agent run its $100M fundraise,https://techcrunch.com/2026/07/09/an-ai-agent-startup-just-let-its-agent-run-its-100-million-fundraise/,"Thu, 09 Jul 2026 22:08:58 +0000",False,No relevant keywords,"Lyzr, a startup that builds AI agents for enterprises, used its own AI agent to raise a $100 million round — proof, evidently, that the product actually works."
TechCrunch AI,"OpenAI is shutting down Atlas, but its AI browser ambitions are still growing",https://techcrunch.com/2026/07/09/openai-is-shutting-down-atlas-but-its-ai-browser-ambitions-are-still-growing/,"Thu, 09 Jul 2026 22:03:54 +0000",False,No relevant keywords,OpenAI is sunsetting its AI-powered browser after less than a year. But it's moving some agentic browsing features to its desktop app and a Chrome extension.
TechCrunch AI,"Elon Musk praises Mythos/Fable, promises not to ‘cut off’ Anthropic",https://techcrunch.com/2026/07/09/elon-musk-praises-mythos-fable-promises-not-to-cut-off-anthropic/,"Thu, 09 Jul 2026 21:57:42 +0000",False,No relevant keywords,"Should Anthropic trust Elon Musk to host its models? With about $40 billion in revenue at stake, Musk insists that the company can."
TechCrunch AI,Can AI answer the $3 trillion question?,https://techcrunch.com/2026/07/09/can-ai-answer-the-3-trillion-question/,"Thu, 09 Jul 2026 21:47:50 +0000",False,No relevant keywords,"The AI ROI debate has returned and the numbers are even bigger, as are, perhaps, the consequences."
TechCrunch AI,Meta enters the crowded AI coding battle with Muse Spark 1.1,https://techcrunch.com/2026/07/09/meta-enters-the-crowded-ai-coding-battle-with-muse-spark-1-1/,"Thu, 09 Jul 2026 19:40:45 +0000",False,No relevant keywords,"Meta's pitch to users is Spark's ability to handle large agentic workloads, fix bugs, and help with large code migrations — the kind of automation that enterprises are increasingly turning to AI companies to provide."
TechCrunch AI,New York Times says OpenAI hid evidence in ChatGPT copyright trial,https://techcrunch.com/2026/07/09/new-york-times-says-openai-hid-evidence-in-chatgpt-copyright-trial/,"Thu, 09 Jul 2026 19:05:58 +0000",False,No relevant keywords,"News publishers say OpenAI hid tools and datasets that could identify copyrighted journalism in ChatGPT outputs, escalating their lawsuit with a new motion for sanctions."
TechCrunch AI,Google will now disclose which ads are made with AI,https://techcrunch.com/2026/07/09/google-will-now-disclose-which-ads-are-made-with-ai/,"Thu, 09 Jul 2026 18:40:51 +0000",False,No relevant keywords,"While Google prohibits misleading and deceptive ads, an ad can still leverage AI to create some type of synthetic or digitally altered content. Until now, that's something Google only required election ads to disclose."
TechCrunch AI,"Paris-based AI voice startup Gradium raises $100M seed, backed by Nvidia",https://techcrunch.com/2026/07/09/paris-based-ai-voice-startup-gradium-raises-100m-seed-backed-by-nvidia/,"Thu, 09 Jul 2026 18:34:35 +0000",False,No relevant keywords,"The company is using the cash to open an office in the Bay Area and compete for talent there, ""strengthening its position at the heart of the world's leading AI ecosystem."""
TechCrunch AI,How did the government decide OpenAI’s frontier model was safe to release?,https://techcrunch.com/2026/07/09/how-did-the-government-decide-openais-frontier-model-was-safe-to-release/,"Thu, 09 Jul 2026 18:22:39 +0000",False,No relevant keywords,"""Exactly what that dialog looked like between the government and Anthropic and OpenAI is unclear."""
TechCrunch AI,Instagram users: Here’s how to stop Meta’s AI from using your photos,https://techcrunch.com/2026/07/09/how-to-stop-metas-ai-image-generator-from-using-your-instagram-photos/,"Thu, 09 Jul 2026 17:56:47 +0000",False,No relevant keywords,"Muse Image allows users to generate AI images using photos from public Instagram accounts. As long as a person's profile is public, another user can tag that account and use their images as part of an AI-generated creation."
TechCrunch AI,Meta’s new AI chips will begin production in September,https://techcrunch.com/2026/07/09/metas-new-ai-chips-will-begin-production-in-september/,"Thu, 09 Jul 2026 17:17:37 +0000",False,No relevant keywords,"The company is taking a modular approach to designing these chips, anticipating that their needs will change as AI evolves rapidly by the time the chips are in production."
Data Center Dynamics,"OpenAI's Sam Altman accuses Musk of selling public market investors ""on short-term space data centers""",https://www.datacenterdynamics.com/en/news/openais-sam-altman-accuses-musk-of-selling-public-market-investors-on-short-term-space-data-centers/,"Sat, 11 Jul 2026 20:21:00 +0000",True,Infrastructure mention,Generative AI business unlikely to make use of proposed SpaceX Orbital Data Center System
Data Center Dynamics,Sponsored: A new definition of speed to power,https://www.datacenterdynamics.com/en/opinions/a-new-definition-of-speed-to-power/,"Sat, 11 Jul 2026 15:00:00 +0000",False,Filtered: defi,"In today's environment, speed to power becomes less about overcoming external constraints and more about internal alignment"
Data Center Dynamics,SK Hynix raises $26.5bn in blockbuster US IPO,https://www.datacenterdynamics.com/en/news/sk-hynix-raises-265bn-in-blockbuster-us-ipo/,"Fri, 10 Jul 2026 18:53:09 +0000",False,No relevant keywords,The largest ever listing by a foreign firm
Data Center Dynamics,The last mile of Al capacity,https://www.datacenterdynamics.com/en/whitepapers/the-last-mile-of-al-capacity/,"Fri, 10 Jul 2026 15:43:50 +0000",True,Infrastructure mention,How to de-risk white-space deployment at hyperscale speed
Data Center Dynamics,Meeza completes data center expansion project for major hyperscaler,https://www.datacenterdynamics.com/en/news/meeza-completes-data-center-expansion-project-for-major-hyperscaler/,"Fri, 10 Jul 2026 15:08:56 +0000",True,Infrastructure mention,Claims to have delivered nine months ahead of schedule
Data Center Dynamics,"Aruba acquires three hydroelectric plants around Turin, Italy",https://www.datacenterdynamics.com/en/news/aruba-acquires-three-hydroelectric-plants-around-turin-italy/,"Fri, 10 Jul 2026 15:08:36 +0000",True,Infrastructure mention,"Company now owns 11 hydro plants, totaling 11.6MW of capacity"
