source,title,link,published,relevant,reason,summary
TechCrunch AI,"A roadmap for AI, if anyone will listen",https://techcrunch.com/2026/03/07/a-roadmap-for-ai-if-anyone-will-listen/,"Sun, 08 Mar 2026 06:05:26 +0000",False,No relevant keywords,"The Pro-Human Declaration was finalized before last week's Pentagon-Anthropic standoff, but the collision of the two events wasn’t lost on anyone involved."
TechCrunch AI,Google just gave Sundar Pichai a $692M pay package,https://techcrunch.com/2026/03/07/google-just-gave-sundar-pichai-a-692m-pay-package/,"Sun, 08 Mar 2026 00:20:10 +0000",False,No relevant keywords,"Most of it is tied to performance, including new stock incentives linked to Waymo and Wing, its drone delivery venture."
TechCrunch AI,Grammarly’s ‘expert review’ is just missing the actual experts,https://techcrunch.com/2026/03/07/grammarlys-expert-review-is-just-missing-the-actual-experts/,"Sat, 07 Mar 2026 22:56:31 +0000",False,No relevant keywords,"A recently-added feature in Grammarly purports to improve users’ writing with help from the world's great writers and thinkers — and some tech journalists, too."
TechCrunch AI,OpenAI robotics lead Caitlin Kalinowski quits in response to Pentagon deal,https://techcrunch.com/2026/03/07/openai-robotics-lead-caitlin-kalinowski-quits-in-response-to-pentagon-deal/,"Sat, 07 Mar 2026 20:44:25 +0000",False,No relevant keywords,"Hardware executive Caitlin Kalinowski announced today that in response to OpenAI's controversial agreement with the Department of Defense, she’s resigned from her role leading the company's robotics team."
TechCrunch AI,OpenAI delays ChatGPT’s ‘adult mode’ again,https://techcrunch.com/2026/03/07/openai-delays-chatgpts-adult-mode-again/,"Sat, 07 Mar 2026 17:28:41 +0000",False,No relevant keywords,"The feature, which will give verified adult users access to erotica and other adult content, had already been delayed from December."
TechCrunch AI,"Microsoft, Google, Amazon say Anthropic Claude remains available to non-defense customers",https://techcrunch.com/2026/03/06/microsoft-anthropic-claude-remains-available-to-customers-except-the-defense-department/,"Fri, 06 Mar 2026 19:50:10 +0000",False,No relevant keywords,Trump's Department of War feud with Anthropic won't impact other companies that are using Claude via Microsoft and Google products.
TechCrunch AI,Anthropic’s Claude found 22 vulnerabilities in Firefox over two weeks,https://techcrunch.com/2026/03/06/anthropics-claude-found-22-vulnerabilities-in-firefox-over-two-weeks/,"Fri, 06 Mar 2026 19:00:22 +0000",False,No relevant keywords,"In a recent security partnership with Mozilla, Anthropic found 22 separate vulnerabilities in Firefox — 14 of them classified as ""high-severity."""
TechCrunch AI,Anthropic’s Pentagon deal is a cautionary tale for startups chasing federal contracts,https://techcrunch.com/video/anthropics-pentagon-deal-is-a-cautionary-tale-for-startups-chasing-federal-contracts/,"Fri, 06 Mar 2026 18:09:11 +0000",False,No relevant keywords,"The Pentagon has officially designated Anthropic a supply-chain risk after the two failed to agree on how much control the military should have over its AI models, including its use in autonomous weapons and mass domestic surveillance. As Anthropic’s $200 million contract fell apart, the DoD turned to OpenAI instead, which accepted and then watched"
TechCrunch AI,"Anthropic vs. the Pentagon, the SaaSpocalypse, and why competitions is good, actually",https://techcrunch.com/podcast/anthropic-vs-the-pentagon-the-saaspocalypse-and-why-competitions-is-good-actually/,"Fri, 06 Mar 2026 18:01:38 +0000",False,No relevant keywords,"The Pentagon has officially&#160;designated&#160;Anthropic&#160;a supply-chain risk&#160;after the two failed to agree on how much control the military should have over its AI models,&#160;including&#160;its&#160;use in&#160;autonomous weapons and mass domestic surveillance. As&#160;Anthropic’s&#160;$200 million contract fell apart, the DoD turned "
TechCrunch AI,Claude’s consumer growth surge continues after Pentagon deal debacle,https://techcrunch.com/2026/03/06/claudes-consumer-growth-surge-continues-after-pentagon-deal-debacle/,"Fri, 06 Mar 2026 17:56:07 +0000",False,No relevant keywords,Claude's app is now seeing more new installs than ChatGPT and is growing its daily active users.
TechCrunch AI,"City Detect, which uses AI to help cities stay safe and clean, raises $13M Series A",https://techcrunch.com/2026/03/06/city-detect-uses-ai-to-help-cities-stay-safe-and-clean/,"Fri, 06 Mar 2026 14:00:00 +0000",False,No relevant keywords,"City Detect, a company that helps local governments prevent urban decay, is in at least 17 cities so far, including Dallas and Miami."
TechCrunch AI,"After Europe, WhatsApp will let rival AI companies offer chatbots in Brazil",https://techcrunch.com/2026/03/06/after-europe-whatsapp-will-let-rival-ai-companies-offer-chatbots-in-brazil/,"Fri, 06 Mar 2026 13:20:43 +0000",False,No relevant keywords,"Meta is now allowing rival AI companies to provide their chatbots on WhatsApp to Brazilian users for a fee, a day after the company confirmed a similar decision for users in Europe."
TechCrunch AI,Anthropic to challenge DOD’s supply-chain label in court,https://techcrunch.com/2026/03/05/anthropic-to-challenge-dods-supply-chain-label-in-court/,"Fri, 06 Mar 2026 01:28:54 +0000",False,No relevant keywords,Anthropic CEO Dario Amodei said he plans to challenge the Department of Defense's designation of the AI firm as a supply-chain risk. He claims most Anthropic customers are unaffected by the label.
TechCrunch AI,"DiligenceSquared uses AI, voice agents to make M&A research affordable",https://techcrunch.com/2026/03/05/diligencesquared-uses-ai-voice-agents-to-make-ma-research-affordable/,"Thu, 05 Mar 2026 23:14:04 +0000",False,No relevant keywords,"Instead of relying on expensive management consultants, the startup uses AI voice agents to conduct interviews with customers of the companies the PE firms are considering buying."
TechCrunch AI,AWS launches a new AI agent platform specifically for healthcare,https://techcrunch.com/2026/03/05/aws-amazon-connect-health-ai-agent-platform-health-care-providers/,"Thu, 05 Mar 2026 21:54:37 +0000",False,No relevant keywords,"AWS is launching Amazon Connect Health, an AI agent platform that will help with patient scheduling, documentation, and patient verification."
TechCrunch AI,US reportedly considering sweeping new chip export controls,https://techcrunch.com/2026/03/05/us-reportedly-considering-sweeping-new-chip-export-controls/,"Thu, 05 Mar 2026 21:24:50 +0000",False,No relevant keywords,"In an alleged drafted proposal, the U.S. government would play a role in every chip export sale regardless of which country it's coming from."
TechCrunch AI,It’s official: The Pentagon has labeled Anthropic a supply-chain risk,https://techcrunch.com/2026/03/05/its-official-the-pentagon-has-labeled-anthropic-a-supply-chain-risk/,"Thu, 05 Mar 2026 20:24:25 +0000",False,No relevant keywords,"The Department of Defense has officially labeled Anthropic a supply-chain risk, making the AI firm the first American company with the label. Meanwhile, the DOD continues to use Anthropic's AI in Iran."
TechCrunch AI,Luma launches creative AI agents powered by its new ‘Unified Intelligence’ models,https://techcrunch.com/2026/03/05/exclusive-luma-launches-creative-ai-agents-powered-by-its-new-unified-intelligence-models/,"Thu, 05 Mar 2026 18:11:36 +0000",False,No relevant keywords,"Luma introduced Luma Agents, powered by its new “Unified Intelligence” models, designed to coordinate multiple AI systems and generate end-to-end creative work across text, images, video and audio."
TechCrunch AI,OpenAI launches GPT-5.4 with Pro and Thinking versions,https://techcrunch.com/2026/03/05/openai-launches-gpt-5-4-with-pro-and-thinking-versions/,"Thu, 05 Mar 2026 18:00:15 +0000",False,No relevant keywords,"GPT-5.4 is billed as ""our most capable and efficient frontier model for professional work."""
TechCrunch AI,Cursor is rolling out a new kind of agentic coding tool,https://techcrunch.com/2026/03/05/cursor-is-rolling-out-a-new-system-for-agentic-coding/,"Thu, 05 Mar 2026 17:00:00 +0000",False,No relevant keywords,"Called Automations, the new system gives users a way to automatically launch agents within their coding environment, triggered by a new addition to the codebase, a Slack message, or a simple timer."
Utility Dive,Reliability risk isn’t just about capacity anymore,https://www.utilitydive.com/news/winter-texas-reliability-risk-capacity-ercot/811748/,"Fri, 06 Mar 2026 10:00:00 -0500",True,Infrastructure mention,"Winter Storm Fern showed that the integration of flexible resources paired with improved weatherization and better market structures can materially reduce risk during extreme weather, writes Tapas Peshin of PCI Energy Solutions."
Utility Dive,2026 fire season off to ominous start after relatively mild 2025,https://www.utilitydive.com/news/2026-fire-season-off-to-ominous-start-after-relatively-mild-2025/813850/,"Fri, 06 Mar 2026 09:00:00 -0500",False,No relevant keywords,"Total acres burned fell in 2025, but the Eaton and Palisades fires were hugely destructive and raise questions about the future of California's Wildfire Fund, one expert says."
Utility Dive,Utilities are spending billions on the data center boom. What are the risks?,https://www.utilitydive.com/news/utilities-data-center-risk-buildout-bubble-ai-infrastructure-grid/812781/,"Fri, 06 Mar 2026 09:00:00 -0500",True,Infrastructure mention,"&ldquo;Data center demand is hard to project over the next few years,&rdquo; said Advait Arun of the Center for Public Enterprise. &ldquo;In a market correction, it's very possible that data centers ... will end up crashing out of their tariff arrangements.&rdquo;"
